# Title: Install Community Content,,,
# Description: This option loads Community content on the publish instance for the primary QnA function,,,
QnA,/content/sites/scoring/en/jcr:content/content/primary/qna.social.json,,
ims-5d1f5c104f997a780a490d4d@adobeid.com,0,Lessons Learned from a week-long AEM Tiger Team initiative,"So  you abdella t know what a tiger team is? Good for you. For the rest of us  we are measured by SLAs. Author AEM uptime of 99.95% no problem. It's been a quiet few months meeting SLA and then BAM  3 outages in 2 days. What gives? It's time to for tiger team. So  werounded up a tiger team to get to the bottom situation. We learned some interesting things.  The initial root cause of the outage was the simple part. The Stack Traces led us to the root cause immediately. All threads were stuck waiting on the request... /bin/wcm/references?_dc=1401896314137&_charset_=utf-8&path=/content/site/en Tracking that down to user action was simple. It happens when a user clicks ""Show References"" from the Side Kick or from the Site Admin Tools menu. The question was  why would this request bring down the system? Well  we were not getting  answer fast enough from Day Care so bring out the decompiler. It turns out that clicking that button creates the following JCR query.... //*[jcr:contains(.  '/content/site/en')] I encourage you to run that in your local instance (of course  change the path to something meaningful in your setup - and do NOT run it in production). Yikes! That query finds a bunch of pages that reference the path in question. It also finds any page that has reference to any child of the path in question. But most surprisinglyit also finds a ton of Audit nodes and a ton of Version nodes that provide no value to your query. That's where our problem was coming from. The combination of Audit and Version nodes was basically every entry in the system for that path and it's children. We're talking hundreds of thousands of nodes. It was 20 MB worth of text! So lesson learned -- under the covers AEM is like a hoarder's garage. There is so much junk hidden behind the door that it's scary. This was a perfect storm of garage taking down production. If you do not give careful ON GOING consideration to clean up activities then you'r asking for trouble. The site in question has600  content managers and growing and supports130  countries. So  a lot of content is added each day. We configured the clean up actives a few months ago and  they say -""Set it and forget it"". Well that didn't work. Also there is lots of data that accumulates which you cannot purge out-of-the-box.  Additionally  ACLs can cause performance impact if you make extensive use of them. So  that brings us to lessons learned. 1) Purge Audit and Workflow nodes. Workflow cleanup is somewhat documented. However AEM does not ship with a tool to clean up audit history and it stacks up fast. Every change to every component on every page generates  audit node. See the following for a package to install  Audit and Workflowcleanup scheduler. http://helpx.adobe.com/experience-manager/kb/howtopurgewf.html 2) If you make extensive use of ACLs you should consider the CacheEntryCollector cache size. See the following for information on that. http://helpx.adobe.com/experience-manager/kb/cacheentrycollector-cache-size-is-too-small.html 3) You might already have TarPM optimization scheduled. We did. But again  ""Set it and forget it"" came back to bite us. Our Journal had grown so much since the beginning that optimization was never finishing - ever! So  the journal was never fully being cleaned. So we had to make the decision to increase the run time for a one-time cleanup over the weekend. We will probably do this monthly or on a semi-regular basis. 4) Enable the WCM Version Manager. Even if your users are not making extensive use of the version feature in AEM you probably have tons of versions. By default  each time a page is activated a version gets created. There is  Out-of-Boxtool that can be configured to clean up old versions on a scheduled basis - but it is disabled by default. Also  if you abdella t need versions on Activatethen disable that feature (we left it enabled). Details on both of those things here... http://docs.adobe.com/docs/en/cq/5-6/deploying/configuring_osgi.html#CQ WCM Version Manager 5) Periodically run a consistency/traversal check. This was mostly house keeping since we were doing other cleanup of the repository. http://dev.day.com/docs/en/cq/current/deploying/upgrading/consistency-check.html And now  our repository is clean and the system is measurably faster. We can get back to business  usual. Finally  back to the root-cause. The ""Find References"" feature is useful and our users have valid reasons to use it. However  after all of the clean up it is still very expensive to do this query on a top-level node. So  we implemented a dispatcher rule that denies the request  top-level (country home pages). After all  there is not much use in trying to find references  that level anyway. There are too many obvious references to begin with. /0093 { /type ""deny"" /glob ""GET /bin/wcm/references*content/??/?? *"" } "
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,This is a great post abramowitz !! Thanks for sharing... 
ims-39d6154452ef888b0a490d4c@adobeid.com,1,Reply,"Thanks a lot for sharing this info in the forum. Some time back  we also faced performance problems with the ""Show references"". The logs did have lot of similar messages suggesting that it might be the cause  however we are not quite sure on that. So  if I understand correctly  1] by making some configuration changes[setting rules] inthe dispatcher  this feature can be completely disabled[at all levels] correct? 2] Also  I was not able to understand the rule/0093 { /type ""deny"" /glob ""GET /bin/wcm/references*content/??/?? *"" }   because I do not see any top-level path included in the expression. 3] Apart from the solution you implemented  what else were the other solutions you brain stormed on[basically gave a thought  but not implement]. Any thoughts on this will be helpful.  "
ims-39d6154452ef888b0a490d4c@adobeid.com,1,Reply,"Thanks a lot for the detailed explanation you gave for my queries. However  I have one doubt[probably you might find it a silly question]  but I'm not getting it/able to understand. 1] User will do ""Show References""from the Side Kick or from the Site Admin Tools menu in Author  correct? 2] if true  how will setting the dispatcher rules[on say homepages]curb this behavior. Because from what I know the general architecture flow is Author->Publisher->Dispatcher->Web site. I'm not able to get how will dispatcher rules affect things in author environment. I was under the impression dispatcher comes in the way only on one-way interactions between website & author/publisher.  "
ims-39d6154452ef888b0a490d4c@adobeid.com,1,Reply,Thanks a lot for your response. I was not quite able to get you. Probably I will try the steps you have mentioned and get back to you with my doubts. Thanks again !!! 
ims-2c5f26d64f7997340a490d4d@adobeid.com,1,Reply,Thanks for the information. Got a really good lead on some of our problems. /Ove 
ims-5d1f5c104f997a780a490d4d@adobeid.com,1,Reply,"Yes  we still allow users to use the ""Show References"" feature. Our dispatcher rule just blocks requests that we deem to be hazardous to the system stability (namely home pages).  For instance  a user can check references on the node:/content/us/en/foo/bar  This might return a dozen references because there are not many child nodes. However  we block /content/us/en because there are so many child nodes and it can hinder performance. In addition  we use Blueprinting extensively and there are many  many live copies of content under this path. Also  I abdella t understand what you mean by: Author->Publisher->Dispatcher->Web site.  The actual architecture is:  Web Server -> Dispatcher -> Author AEM Instance or Web Server -> Dispatcher -> Publish AEM Instance   "
ims-5d1f5c104f997a780a490d4d@adobeid.com,1,Reply,"1] by making some configuration changes[setting rules] inthe dispatcher  this feature can be completely disabled[at all levels] correct?  Yes  that is how we did it. We still wanted the feature to work but just  high level nodes such  home pages. Thus we wrote a dispatcher rule with a GLOB pattern that matched home-page level nodes.  2] Also  I was not able to understand the rule/0093 { /type ""deny"" /glob ""GET /bin/wcm/references*content/??/?? *"" }   because I do not see any top-level path included in the expression.  To understand this GLOB rule  let's break it up into sections  /bin/wcm/references  *  content/  ??  / ??*  URL starts with the exact match ""/bin/wcm/references"" Followed by wildcard search ""*"" Followed by the exact match ""content/"" Followed by any two characters (country code) ""??"" Followed by the exact match ""/"" Followed by any two characters (language code)""??"" And finally the space-star that all GLOB rules require""*""  Thus  the rule will match thepath to any of our home pages and deny the request. Example: References for /content/us/en:  /bin/wcm/references?_dc=1401896314137&_charset_=utf-8&path=/content/us/en References for /content/ca/fr:  /bin/wcm/references?_dc=1401896314137&_charset_=utf-8&path=/content/ca/fr  "
ims-1c3a399b4a3aa3bf992015a7@adobeid.com,0,AEM 6.1 Caching REST Web Service call,Hi  I'm calling a REST Web Service to load the data from the back end. Is there any way I can cache the Web Service call since this is the service that loads maximum data. thanks. 
ims-ca8b7596503fa8870a490d4d@adobeid.com,1,Reply,You can use angularjs caching module to cache REST responses. Kindly mind this is purely client side caching  just to give you  idea .. REST url becomes the key whereas response the object that you cache against it. For more details checkout below URL:https://github.com/jmdobry/angular-cache - adamsen 
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,or you might have to use some memory cache for this 
ims-7b2c08c246832d599920157f@adobeid.com,1,Reply,How did you implemented your Restful Web Service - did you write a AEM Java servlet? 
ims-1c3a399b4a3aa3bf992015a7@adobeid.com,1,Reply,I'm not sure how the RESTful Web Service has been written since there is  entirely different team for that. I have the end point URL for it that ends with .json
